date,absorption_units_12_mo,demand_units,inventory_units,net_delivered_units_12_mo,market,date_calculated,slice
2027-12-31,113.0,1018.45989990234,1131.0,78.0,"Elizabethtown,Kentucky",2024-12-31,Class A
2028-12-31,106.0,1123.69494628906,1226.0,95.0,"Elizabethtown,Kentucky",2024-12-31,Class A
2029-12-31,97.0,1220.23205566406,1327.0,101.0,"Elizabethtown,Kentucky",2024-12-31,Class A
2024-12-31,80.0,2788.60620117188,3126.0,376.0,"Elizabethtown,Kentucky",2024-12-31,Class B
2025-12-31,204.0,2993.94848632813,3330.0,204.0,"Elizabethtown,Kentucky",2024-12-31,Class B
2026-12-31,181.0,3174.07421875,3362.0,32.0,"Elizabethtown,Kentucky",2024-12-31,Class B
2027-12-31,134.0,3307.66943359375,3453.0,91.0,"Elizabethtown,Kentucky",2024-12-31,Class B
2028-12-31,125.0,3431.31420898438,3565.0,112.0,"Elizabethtown,Kentucky",2024-12-31,Class B
2029-12-31,119.0,3550.6455078125,3682.0,117.0,"Elizabethtown,Kentucky",2024-12-31,Class B
2024-12-31,-12.0,1800.62658691406,1871.0,0.0,"Elizabethtown,Kentucky",2024-12-31,Class C
2025-12-31,-10.0,1791.41442871094,1869.0,-2.0,"Elizabethtown,Kentucky",2024-12-31,Class C
2026-12-31,-8.0,1781.66174316406,1867.0,-2.0,"Elizabethtown,Kentucky",2024-12-31,Class C
2027-12-31,-8.0,1772.63244628906,1864.0,-3.0,"Elizabethtown,Kentucky",2024-12-31,Class C
2028-12-31,0.0,1772.84265136719,1862.0,-2.0,"Elizabethtown,Kentucky",2024-12-31,Class C
2029-12-31,3.0,1774.77172851563,1860.0,-2.0,"Elizabethtown,Kentucky",2024-12-31,Class C
2024-12-31,14.0,504.019104003906,573.0,0.0,"Elkhart,Indiana",2024-12-31,Class A
2025-12-31,-2.0,501.9912109375,573.0,0.0,"Elkhart,Indiana",2024-12-31,Class A
2026-12-31,5.0,507.257110595703,579.0,6.0,"Elkhart,Indiana",2024-12-31,Class A
2027-12-31,10.0,517.032287597656,590.0,11.0,"Elkhart,Indiana",2024-12-31,Class A
2028-12-31,13.0,529.772399902344,602.0,12.0,"Elkhart,Indiana",2024-12-31,Class A
2029-12-31,12.0,541.872924804688,615.0,13.0,"Elkhart,Indiana",2024-12-31,Class A
2024-12-31,40.0,2726.43505859375,2838.0,-1.0,"Elkhart,Indiana",2024-12-31,Class B
2025-12-31,6.0,2731.892578125,2838.0,0.0,"Elkhart,Indiana",2024-12-31,Class B
2026-12-31,10.0,2741.58813476563,2839.0,1.0,"Elkhart,Indiana",2024-12-31,Class B
2027-12-31,11.0,2753.27661132813,2841.0,2.0,"Elkhart,Indiana",2024-12-31,Class B
2028-12-31,8.0,2761.81469726563,2843.0,2.0,"Elkhart,Indiana",2024-12-31,Class B
2029-12-31,6.0,2767.4482421875,2845.0,2.0,"Elkhart,Indiana",2024-12-31,Class B
2024-12-31,4.0,4095.2275390625,4367.0,-1.0,"Elkhart,Indiana",2024-12-31,Class C
2025-12-31,-11.0,4084.55224609375,4365.0,-2.0,"Elkhart,Indiana",2024-12-31,Class C
2026-12-31,10.0,4095.03735351563,4363.0,-2.0,"Elkhart,Indiana",2024-12-31,Class C
2027-12-31,9.0,4103.2353515625,4361.0,-2.0,"Elkhart,Indiana",2024-12-31,Class C
2028-12-31,3.0,4106.892578125,4359.0,-2.0,"Elkhart,Indiana",2024-12-31,Class C
2029-12-31,0.0,4107.26025390625,4357.0,-2.0,"Elkhart,Indiana",2024-12-31,Class C
2024-12-31,0.0,142.640396118164,144.0,0.0,"Elmira,New York",2024-12-31,Class A
2025-12-31,0.0,141.722793579102,144.0,0.0,"Elmira,New York",2024-12-31,Class A
2026-12-31,0.0,142.010696411133,144.0,0.0,"Elmira,New York",2024-12-31,Class A
2027-12-31,0.0,142.419204711914,146.0,2.0,"Elmira,New York",2024-12-31,Class A
2028-12-31,0.0,144.978302001953,148.0,2.0,"Elmira,New York",2024-12-31,Class A
2029-12-31,2.0,146.479598999023,151.0,3.0,"Elmira,New York",2024-12-31,Class A
2024-12-31,6.0,788.210510253906,840.0,18.0,"Elmira,New York",2024-12-31,Class B
2025-12-31,1.0,788.598510742188,840.0,0.0,"Elmira,New York",2024-12-31,Class B
2026-12-31,-3.0,785.771179199219,840.0,0.0,"Elmira,New York",2024-12-31,Class B
2027-12-31,-1.0,785.967407226563,840.0,0.0,"Elmira,New York",2024-12-31,Class B
2028-12-31,0.0,785.630676269531,841.0,1.0,"Elmira,New York",2024-12-31,Class B
2029-12-31,-1.0,784.041381835938,842.0,1.0,"Elmira,New York",2024-12-31,Class B
2024-12-31,-12.0,1243.56384277344,1304.0,0.0,"Elmira,New York",2024-12-31,Class C
2025-12-31,-8.0,1235.08386230469,1303.0,-1.0,"Elmira,New York",2024-12-31,Class C
2026-12-31,-4.0,1230.41589355469,1303.0,0.0,"Elmira,New York",2024-12-31,Class C
2027-12-31,-1.0,1229.724609375,1302.0,-1.0,"Elmira,New York",2024-12-31,Class C
2028-12-31,-2.0,1227.53857421875,1302.0,0.0,"Elmira,New York",2024-12-31,Class C
2029-12-31,-4.0,1224.455078125,1301.0,-1.0,"Elmira,New York",2024-12-31,Class C
2024-12-31,-12.0,407.256011962891,463.0,0.0,"Enid,Oklahoma",2024-12-31,Class B
2025-12-31,-3.0,403.949188232422,463.0,0.0,"Enid,Oklahoma",2024-12-31,Class B
2026-12-31,-2.0,401.237609863281,463.0,0.0,"Enid,Oklahoma",2024-12-31,Class B
2027-12-31,-1.0,400.006988525391,463.0,0.0,"Enid,Oklahoma",2024-12-31,Class B
2028-12-31,-1.0,399.206512451172,463.0,0.0,"Enid,Oklahoma",2024-12-31,Class B
2029-12-31,-1.0,398.112701416016,463.0,0.0,"Enid,Oklahoma",2024-12-31,Class B
2024-12-31,-23.0,1100.58825683594,1306.0,0.0,"Enid,Oklahoma",2024-12-31,Class C
2025-12-31,-8.0,1092.16162109375,1305.0,-1.0,"Enid,Oklahoma",2024-12-31,Class C
2026-12-31,-8.0,1082.50085449219,1305.0,0.0,"Enid,Oklahoma",2024-12-31,Class C
2027-12-31,-4.0,1078.96533203125,1304.0,-1.0,"Enid,Oklahoma",2024-12-31,Class C
2028-12-31,-2.0,1077.93688964844,1304.0,0.0,"Enid,Oklahoma",2024-12-31,Class C
2029-12-31,-2.0,1074.35534667969,1304.0,0.0,"Enid,Oklahoma",2024-12-31,Class C
2024-12-31,0.0,231.458999633789,233.0,0.0,"Erie,Pennsylvania",2024-12-31,Class A
2025-12-31,-1.0,230.020599365234,233.0,0.0,"Erie,Pennsylvania",2024-12-31,Class A
2026-12-31,2.0,231.842300415039,237.0,4.0,"Erie,Pennsylvania",2024-12-31,Class A
2027-12-31,6.0,238.03190612793,244.0,7.0,"Erie,Pennsylvania",2024-12-31,Class A
2028-12-31,8.0,245.705505371094,253.0,9.0,"Erie,Pennsylvania",2024-12-31,Class A
2029-12-31,8.0,253.665893554688,262.0,9.0,"Erie,Pennsylvania",2024-12-31,Class A
2024-12-31,27.0,2963.2255859375,3102.0,125.0,"Erie,Pennsylvania",2024-12-31,Class B
2025-12-31,45.0,3008.37231445313,3102.0,0.0,"Erie,Pennsylvania",2024-12-31,Class B
2026-12-31,22.0,3031.05590820313,3109.0,7.0,"Erie,Pennsylvania",2024-12-31,Class B
2027-12-31,9.0,3039.96997070313,3122.0,13.0,"Erie,Pennsylvania",2024-12-31,Class B
2028-12-31,6.0,3045.48266601563,3137.0,15.0,"Erie,Pennsylvania",2024-12-31,Class B
2029-12-31,5.0,3050.73168945313,3152.0,15.0,"Erie,Pennsylvania",2024-12-31,Class B
2024-12-31,-1.0,3595.40942382813,3722.0,-1.0,"Erie,Pennsylvania",2024-12-31,Class C
2025-12-31,-28.0,3568.44189453125,3721.0,-1.0,"Erie,Pennsylvania",2024-12-31,Class C
2026-12-31,-7.0,3561.26708984375,3719.0,-2.0,"Erie,Pennsylvania",2024-12-31,Class C
2027-12-31,-4.0,3557.15380859375,3717.0,-2.0,"Erie,Pennsylvania",2024-12-31,Class C
2028-12-31,-9.0,3547.52221679688,3715.0,-2.0,"Erie,Pennsylvania",2024-12-31,Class C
2029-12-31,-13.0,3534.37084960938,3713.0,-2.0,"Erie,Pennsylvania",2024-12-31,Class C
2024-12-31,-5.0,2063.42944335938,2174.0,0.0,"Eugene,Oregon",2024-12-31,Class A
2025-12-31,-8.0,2054.99389648438,2174.0,0.0,"Eugene,Oregon",2024-12-31,Class A
2026-12-31,2.0,2055.76977539063,2192.0,18.0,"Eugene,Oregon",2024-12-31,Class A
2027-12-31,76.0,2132.27758789063,2307.0,115.0,"Eugene,Oregon",2024-12-31,Class A
2028-12-31,138.0,2270.21728515625,2469.0,162.0,"Eugene,Oregon",2024-12-31,Class A
2029-12-31,163.0,2432.8056640625,2648.0,179.0,"Eugene,Oregon",2024-12-31,Class A
2024-12-31,861.0,9343.0830078125,10279.0,827.0,"Eugene,Oregon",2024-12-31,Class B
2025-12-31,188.0,9530.607421875,10278.0,-1.0,"Eugene,Oregon",2024-12-31,Class B
2026-12-31,239.0,9769.2685546875,10388.0,110.0,"Eugene,Oregon",2024-12-31,Class B
2027-12-31,202.0,9970.8818359375,10531.0,143.0,"Eugene,Oregon",2024-12-31,Class B
2028-12-31,186.0,10158.1240234375,10732.0,201.0,"Eugene,Oregon",2024-12-31,Class B
2029-12-31,201.0,10357.5126953125,10955.0,223.0,"Eugene,Oregon",2024-12-31,Class B
2024-12-31,87.0,11174.8828125,11579.0,70.0,"Eugene,Oregon",2024-12-31,Class C
2025-12-31,-50.0,11125.5517578125,11573.0,-6.0,"Eugene,Oregon",2024-12-31,Class C
2026-12-31,-36.0,11090.853515625,11566.0,-7.0,"Eugene,Oregon",2024-12-31,Class C
2027-12-31,14.0,11103.6201171875,11563.0,-3.0,"Eugene,Oregon",2024-12-31,Class C
2028-12-31,13.0,11115.72265625,11561.0,-2.0,"Eugene,Oregon",2024-12-31,Class C
2029-12-31,-6.0,11110.193359375,11559.0,-2.0,"Eugene,Oregon",2024-12-31,Class C
2024-12-31,2.0,1382.39184570313,1449.0,0.0,"Evansville,Indiana",2024-12-31,Class A
2025-12-31,-5.0,1377.09741210938,1449.0,0.0,"Evansville,Indiana",2024-12-31,Class A
2026-12-31,11.0,1386.55053710938,1466.0,17.0,"Evansville,Indiana",2024-12-31,Class A
2027-12-31,28.0,1414.17883300781,1498.0,32.0,"Evansville,Indiana",2024-12-31,Class A
2028-12-31,32.0,1445.47827148438,1534.0,36.0,"Evansville,Indiana",2024-12-31,Class A
2029-12-31,34.0,1478.982421875,1572.0,38.0,"Evansville,Indiana",2024-12-31,Class A
2024-12-31,33.0,7454.92041015625,8037.0,219.0,"Evansville,Indiana",2024-12-31,Class B
2025-12-31,48.0,7503.00830078125,8037.0,0.0,"Evansville,Indiana",2024-12-31,Class B
2026-12-31,109.0,7610.67724609375,8048.0,11.0,"Evansville,Indiana",2024-12-31,Class B
2027-12-31,42.0,7652.234375,8067.0,19.0,"Evansville,Indiana",2024-12-31,Class B
2028-12-31,15.0,7668.13525390625,8089.0,22.0,"Evansville,Indiana",2024-12-31,Class B
2029-12-31,10.0,7679.431640625,8112.0,23.0,"Evansville,Indiana",2024-12-31,Class B
2024-12-31,12.0,7148.533203125,7522.0,-1.0,"Evansville,Indiana",2024-12-31,Class C
2025-12-31,-32.0,7116.755859375,7518.0,-4.0,"Evansville,Indiana",2024-12-31,Class C
2026-12-31,-1.0,7116.68212890625,7513.0,-5.0,"Evansville,Indiana",2024-12-31,Class C
2027-12-31,4.0,7120.34326171875,7509.0,-4.0,"Evansville,Indiana",2024-12-31,Class C
2028-12-31,-10.0,7111.73486328125,7504.0,-5.0,"Evansville,Indiana",2024-12-31,Class C
2029-12-31,-15.0,7095.8515625,7500.0,-4.0,"Evansville,Indiana",2024-12-31,Class C
2024-12-31,0.0,1311.99633789063,1520.0,0.0,"Fairbanks,Alaska",2024-12-31,Class B
2025-12-31,-10.0,1301.92590332031,1520.0,0.0,"Fairbanks,Alaska",2024-12-31,Class B
2026-12-31,-8.0,1294.72497558594,1520.0,0.0,"Fairbanks,Alaska",2024-12-31,Class B
2027-12-31,-1.0,1293.44799804688,1520.0,0.0,"Fairbanks,Alaska",2024-12-31,Class B
2028-12-31,-1.0,1292.36474609375,1520.0,0.0,"Fairbanks,Alaska",2024-12-31,Class B
2029-12-31,-4.0,1289.75146484375,1520.0,0.0,"Fairbanks,Alaska",2024-12-31,Class B
2024-12-31,-4.0,1331.31945800781,1418.0,0.0,"Fairbanks,Alaska",2024-12-31,Class C
2025-12-31,-10.0,1321.02172851563,1417.0,-1.0,"Fairbanks,Alaska",2024-12-31,Class C
2026-12-31,-8.0,1314.39831542969,1416.0,-1.0,"Fairbanks,Alaska",2024-12-31,Class C
2027-12-31,-2.0,1312.01684570313,1415.0,-1.0,"Fairbanks,Alaska",2024-12-31,Class C
2028-12-31,-2.0,1309.64270019531,1415.0,0.0,"Fairbanks,Alaska",2024-12-31,Class C
2029-12-31,-4.0,1305.89343261719,1414.0,-1.0,"Fairbanks,Alaska",2024-12-31,Class C
2024-12-31,26.0,3661.546875,3823.0,0.0,"Fargo,North Dakota",2024-12-31,Class A
2025-12-31,12.0,3673.03369140625,3823.0,0.0,"Fargo,North Dakota",2024-12-31,Class A
2026-12-31,69.0,3742.7998046875,3938.0,115.0,"Fargo,North Dakota",2024-12-31,Class A
2027-12-31,175.0,3917.4794921875,4147.0,209.0,"Fargo,North Dakota",2024-12-31,Class A
2028-12-31,223.0,4141.21337890625,4388.0,241.0,"Fargo,North Dakota",2024-12-31,Class A
2029-12-31,240.0,4381.60888671875,4637.0,249.0,"Fargo,North Dakota",2024-12-31,Class A
2024-12-31,635.0,19176.90234375,20501.0,677.0,"Fargo,North Dakota",2024-12-31,Class B
2025-12-31,294.0,19470.93359375,20523.0,22.0,"Fargo,North Dakota",2024-12-31,Class B
2026-12-31,469.0,19940.939453125,21056.0,533.0,"Fargo,North Dakota",2024-12-31,Class B
2027-12-31,318.0,20257.841796875,21271.0,215.0,"Fargo,North Dakota",2024-12-31,Class B
2028-12-31,257.0,20515.208984375,21517.0,246.0,"Fargo,North Dakota",2024-12-31,Class B
2029-12-31,257.0,20772.91015625,21771.0,254.0,"Fargo,North Dakota",2024-12-31,Class B
2024-12-31,99.0,13176.9150390625,14047.0,-2.0,"Fargo,North Dakota",2024-12-31,Class C
2025-12-31,-8.0,13168.435546875,14037.0,-10.0,"Fargo,North Dakota",2024-12-31,Class C
2026-12-31,38.0,13205.53515625,14027.0,-10.0,"Fargo,North Dakota",2024-12-31,Class C
2027-12-31,46.0,13252.197265625,14016.0,-11.0,"Fargo,North Dakota",2024-12-31,Class C
2028-12-31,26.0,13276.8564453125,14006.0,-10.0,"Fargo,North Dakota",2024-12-31,Class C
2029-12-31,13.0,13290.1201171875,13995.0,-11.0,"Fargo,North Dakota",2024-12-31,Class C
2024-12-31,-4.0,358.755310058594,378.0,0.0,"Farmington,New Mexico",2024-12-31,Class B
2025-12-31,-2.0,356.738403320313,378.0,0.0,"Farmington,New Mexico",2024-12-31,Class B
2026-12-31,-4.0,354.415008544922,378.0,0.0,"Farmington,New Mexico",2024-12-31,Class B
2027-12-31,-1.0,353.359497070313,378.0,0.0,"Farmington,New Mexico",2024-12-31,Class B
2028-12-31,0.0,352.917114257813,378.0,0.0,"Farmington,New Mexico",2024-12-31,Class B
2029-12-31,0.0,351.750793457031,378.0,0.0,"Farmington,New Mexico",2024-12-31,Class B
2024-12-31,-13.0,1322.47521972656,1361.0,0.0,"Farmington,New Mexico",2024-12-31,Class C
2025-12-31,-8.0,1315.42797851563,1360.0,-1.0,"Farmington,New Mexico",2024-12-31,Class C
2026-12-31,-8.0,1306.1806640625,1360.0,0.0,"Farmington,New Mexico",2024-12-31,Class C
2027-12-31,-3.0,1302.62158203125,1359.0,-1.0,"Farmington,New Mexico",2024-12-31,Class C
2028-12-31,-2.0,1301.04309082031,1359.0,0.0,"Farmington,New Mexico",2024-12-31,Class C
2029-12-31,-5.0,1296.03735351563,1359.0,0.0,"Farmington,New Mexico",2024-12-31,Class C
2024-12-31,27.0,1755.73425292969,1848.0,0.0,"Fayetteville,North Carolina",2024-12-31,Class A
2025-12-31,-7.0,1748.70092773438,1848.0,0.0,"Fayetteville,North Carolina",2024-12-31,Class A
2026-12-31,-3.0,1746.66296386719,1859.0,11.0,"Fayetteville,North Carolina",2024-12-31,Class A
2027-12-31,17.0,1764.69970703125,1894.0,35.0,"Fayetteville,North Carolina",2024-12-31,Class A
2028-12-31,42.0,1806.67614746094,1937.0,43.0,"Fayetteville,North Carolina",2024-12-31,Class A
2029-12-31,46.0,1852.65100097656,1981.0,44.0,"Fayetteville,North Carolina",2024-12-31,Class A
2024-12-31,523.0,16933.4921875,19089.0,663.0,"Fayetteville,North Carolina",2024-12-31,Class B
2025-12-31,255.0,17189.0859375,19088.0,-1.0,"Fayetteville,North Carolina",2024-12-31,Class B
2026-12-31,144.0,17333.82421875,19149.0,61.0,"Fayetteville,North Carolina",2024-12-31,Class B
2027-12-31,154.0,17487.63671875,19325.0,176.0,"Fayetteville,North Carolina",2024-12-31,Class B
2028-12-31,231.0,17718.517578125,19542.0,217.0,"Fayetteville,North Carolina",2024-12-31,Class B
2029-12-31,240.0,17956.7734375,19771.0,229.0,"Fayetteville,North Carolina",2024-12-31,Class B
2024-12-31,19.0,3808.54467773438,4100.0,0.0,"Fayetteville,North Carolina",2024-12-31,Class C
2025-12-31,-22.0,3786.31225585938,4093.0,-7.0,"Fayetteville,North Carolina",2024-12-31,Class C
2026-12-31,-26.0,3760.68359375,4086.0,-7.0,"Fayetteville,North Carolina",2024-12-31,Class C
2027-12-31,-21.0,3741.31689453125,4082.0,-4.0,"Fayetteville,North Carolina",2024-12-31,Class C
2028-12-31,2.0,3744.14282226563,4080.0,-2.0,"Fayetteville,North Carolina",2024-12-31,Class C
2029-12-31,6.0,3750.27978515625,4078.0,-2.0,"Fayetteville,North Carolina",2024-12-31,Class C
2024-12-31,17.0,489.794189453125,514.0,0.0,"Flagstaff,Arizona",2024-12-31,Class A
2025-12-31,0.0,488.592102050781,514.0,0.0,"Flagstaff,Arizona",2024-12-31,Class A
2026-12-31,113.0,601.554504394531,684.0,170.0,"Flagstaff,Arizona",2024-12-31,Class A
2027-12-31,60.0,661.661193847656,710.0,26.0,"Flagstaff,Arizona",2024-12-31,Class A
2028-12-31,29.0,691.5673828125,743.0,33.0,"Flagstaff,Arizona",2024-12-31,Class A
2029-12-31,32.0,723.40771484375,778.0,35.0,"Flagstaff,Arizona",2024-12-31,Class A
2024-12-31,70.0,2575.03979492188,2840.0,154.0,"Flagstaff,Arizona",2024-12-31,Class B
2025-12-31,58.0,2633.61669921875,2840.0,0.0,"Flagstaff,Arizona",2024-12-31,Class B
2026-12-31,17.0,2650.5751953125,2853.0,13.0,"Flagstaff,Arizona",2024-12-31,Class B
2027-12-31,33.0,2682.85009765625,2889.0,36.0,"Flagstaff,Arizona",2024-12-31,Class B
2028-12-31,48.0,2730.90063476563,2933.0,44.0,"Flagstaff,Arizona",2024-12-31,Class B
2029-12-31,47.0,2778.09814453125,2981.0,48.0,"Flagstaff,Arizona",2024-12-31,Class B
2024-12-31,-28.0,2321.28588867188,2478.0,0.0,"Flagstaff,Arizona",2024-12-31,Class C
2025-12-31,-7.0,2313.77490234375,2476.0,-2.0,"Flagstaff,Arizona",2024-12-31,Class C
2026-12-31,-7.0,2306.28979492188,2474.0,-2.0,"Flagstaff,Arizona",2024-12-31,Class C
2027-12-31,1.0,2307.75610351563,2471.0,-3.0,"Flagstaff,Arizona",2024-12-31,Class C
2028-12-31,4.0,2311.57080078125,2469.0,-2.0,"Flagstaff,Arizona",2024-12-31,Class C
2029-12-31,1.0,2310.77368164063,2467.0,-2.0,"Flagstaff,Arizona",2024-12-31,Class C
2024-12-31,-3.0,278.318389892578,294.0,0.0,"Flint,Michigan",2024-12-31,Class A
2025-12-31,0.0,276.801391601563,294.0,0.0,"Flint,Michigan",2024-12-31,Class A
2026-12-31,2.0,279.1494140625,299.0,5.0,"Flint,Michigan",2024-12-31,Class A
2027-12-31,8.0,287.351593017578,309.0,10.0,"Flint,Michigan",2024-12-31,Class A
2028-12-31,10.0,298.058898925781,320.0,11.0,"Flint,Michigan",2024-12-31,Class A
2029-12-31,12.0,307.781005859375,332.0,12.0,"Flint,Michigan",2024-12-31,Class A
2024-12-31,-4.0,7625.681640625,7988.0,39.0,"Flint,Michigan",2024-12-31,Class B
2025-12-31,-7.0,7618.29296875,8038.0,50.0,"Flint,Michigan",2024-12-31,Class B
2026-12-31,24.0,7641.90576171875,8049.0,11.0,"Flint,Michigan",2024-12-31,Class B
2027-12-31,26.0,7668.041015625,8070.0,21.0,"Flint,Michigan",2024-12-31,Class B
2028-12-31,18.0,7685.47900390625,8093.0,23.0,"Flint,Michigan",2024-12-31,Class B
2029-12-31,11.0,7697.37255859375,8117.0,24.0,"Flint,Michigan",2024-12-31,Class B
2024-12-31,-7.0,10528.919921875,11508.0,-1.0,"Flint,Michigan",2024-12-31,Class C
2025-12-31,-56.0,10472.7666015625,11503.0,-5.0,"Flint,Michigan",2024-12-31,Class C
2026-12-31,-5.0,10466.1123046875,11503.0,0.0,"Flint,Michigan",2024-12-31,Class C
2027-12-31,12.0,10478.646484375,11506.0,3.0,"Flint,Michigan",2024-12-31,Class C
2028-12-31,-5.0,10474.6103515625,11511.0,5.0,"Flint,Michigan",2024-12-31,Class C
2029-12-31,-13.0,10461.978515625,11515.0,4.0,"Flint,Michigan",2024-12-31,Class C
2024-12-31,13.0,744.650573730469,751.0,0.0,"Florence,South Carolina",2024-12-31,Class A
2025-12-31,-3.0,742.585083007813,751.0,0.0,"Florence,South Carolina",2024-12-31,Class A
2026-12-31,-1.0,741.093872070313,754.0,3.0,"Florence,South Carolina",2024-12-31,Class A
2027-12-31,5.0,746.903625488281,764.0,10.0,"Florence,South Carolina",2024-12-31,Class A
2028-12-31,14.0,759.872497558594,777.0,13.0,"Florence,South Carolina",2024-12-31,Class A
2029-12-31,15.0,774.314270019531,790.0,13.0,"Florence,South Carolina",2024-12-31,Class A
2024-12-31,92.0,2631.19067382813,2773.0,118.0,"Florence,South Carolina",2024-12-31,Class B
2025-12-31,17.0,2648.94384765625,2772.0,-1.0,"Florence,South Carolina",2024-12-31,Class B
2026-12-31,2.0,2651.11083984375,2774.0,2.0,"Florence,South Carolina",2024-12-31,Class B
2027-12-31,-4.0,2646.45971679688,2781.0,7.0,"Florence,South Carolina",2024-12-31,Class B
2028-12-31,12.0,2657.94287109375,2788.0,7.0,"Florence,South Carolina",2024-12-31,Class B
2029-12-31,13.0,2670.74780273438,2796.0,8.0,"Florence,South Carolina",2024-12-31,Class B
2024-12-31,73.0,2117.23291015625,2286.0,0.0,"Florence,South Carolina",2024-12-31,Class C
2025-12-31,-10.0,2107.97802734375,2284.0,-2.0,"Florence,South Carolina",2024-12-31,Class C
2026-12-31,-11.0,2096.8173828125,2282.0,-2.0,"Florence,South Carolina",2024-12-31,Class C
2027-12-31,-11.0,2086.67822265625,2280.0,-2.0,"Florence,South Carolina",2024-12-31,Class C
2028-12-31,0.0,2086.92749023438,2278.0,-2.0,"Florence,South Carolina",2024-12-31,Class C
2029-12-31,3.0,2088.72143554688,2276.0,-2.0,"Florence,South Carolina",2024-12-31,Class C
2024-12-31,0.0,149.60920715332,150.0,0.0,"Florence,Alabama",2024-12-31,Class A
2025-12-31,0.0,148.863494873047,150.0,0.0,"Florence,Alabama",2024-12-31,Class A
2026-12-31,0.0,148.313003540039,151.0,1.0,"Florence,Alabama",2024-12-31,Class A
2027-12-31,1.0,149.562301635742,154.0,3.0,"Florence,Alabama",2024-12-31,Class A
2028-12-31,4.0,153.244293212891,158.0,4.0,"Florence,Alabama",2024-12-31,Class A
2029-12-31,4.0,157.949996948242,162.0,4.0,"Florence,Alabama",2024-12-31,Class A
2024-12-31,61.0,2809.56420898438,2896.0,0.0,"Florence,Alabama",2024-12-31,Class B
2025-12-31,-18.0,2791.82373046875,2896.0,0.0,"Florence,Alabama",2024-12-31,Class B
2026-12-31,-20.0,2773.17797851563,2896.0,0.0,"Florence,Alabama",2024-12-31,Class B
2027-12-31,-17.0,2756.14233398438,2897.0,1.0,"Florence,Alabama",2024-12-31,Class B
2028-12-31,-4.0,2754.14306640625,2898.0,1.0,"Florence,Alabama",2024-12-31,Class B
2029-12-31,0.0,2754.20166015625,2900.0,2.0,"Florence,Alabama",2024-12-31,Class B
2024-12-31,-6.0,2138.50854492188,2256.0,0.0,"Florence,Alabama",2024-12-31,Class C
2025-12-31,-16.0,2123.43823242188,2254.0,-2.0,"Florence,Alabama",2024-12-31,Class C
2026-12-31,-17.0,2107.05639648438,2252.0,-2.0,"Florence,Alabama",2024-12-31,Class C
2027-12-31,-16.0,2091.43139648438,2251.0,-1.0,"Florence,Alabama",2024-12-31,Class C
2028-12-31,-5.0,2087.33715820313,2249.0,-2.0,"Florence,Alabama",2024-12-31,Class C
2029-12-31,-2.0,2084.52001953125,2247.0,-2.0,"Florence,Alabama",2024-12-31,Class C
2024-12-31,-3.0,625.062316894531,636.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class A
2025-12-31,-1.0,624.152893066406,636.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class A
2026-12-31,1.0,625.153625488281,636.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class A
2027-12-31,1.0,626.098876953125,636.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class A
2028-12-31,1.0,626.861389160156,636.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class A
2029-12-31,0.0,626.771301269531,636.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class A
2024-12-31,-8.0,2250.88134765625,2280.0,-1.0,"Fond du Lac,Wisconsin",2024-12-31,Class B
2025-12-31,-4.0,2246.29052734375,2280.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class B
2026-12-31,4.0,2249.75610351563,2280.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class B
2027-12-31,5.0,2254.83520507813,2280.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class B
2028-12-31,0.0,2254.787109375,2280.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class B
2029-12-31,0.0,2254.70068359375,2280.0,0.0,"Fond du Lac,Wisconsin",2024-12-31,Class B
2024-12-31,-3.0,1569.04370117188,1600.0,-1.0,"Fond du Lac,Wisconsin",2024-12-31,Class C
2025-12-31,-4.0,1565.08764648438,1599.0,-1.0,"Fond du Lac,Wisconsin",2024-12-31,Class C
2026-12-31,1.0,1566.07641601563,1598.0,-1.0,"Fond du Lac,Wisconsin",2024-12-31,Class C
2027-12-31,3.0,1568.0888671875,1597.0,-1.0,"Fond du Lac,Wisconsin",2024-12-31,Class C
2028-12-31,0.0,1567.12524414063,1596.0,-1.0,"Fond du Lac,Wisconsin",2024-12-31,Class C
2029-12-31,0.0,1565.86560058594,1595.0,-1.0,"Fond du Lac,Wisconsin",2024-12-31,Class C
2024-12-31,267.0,5207.84375,5886.0,604.0,"Fort Collins,Colorado",2024-12-31,Class A
2025-12-31,250.0,5457.5791015625,5886.0,0.0,"Fort Collins,Colorado",2024-12-31,Class A
2026-12-31,178.0,5635.59228515625,5969.0,83.0,"Fort Collins,Colorado",2024-12-31,Class A
2027-12-31,186.0,5821.2197265625,6188.0,219.0,"Fort Collins,Colorado",2024-12-31,Class A
2028-12-31,268.0,6089.83447265625,6460.0,272.0,"Fort Collins,Colorado",2024-12-31,Class A
